passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
France,82,Jonathan,,Rivierez,3777,1989-05-18,181,Defender,France,26138,right,J. Rivierez,null
Italy,82,Andrea,,Raggi,19830,1984-06-24,187,Defender,Italy,20677,right,A. Raggi,null
France,70,Yannick,,Cahuzac,3780,1985-01-18,178,Midfielder,France,25764,right,Y. Cahuzac,null
France,70,Florian,,Thauvin,3771,1993-01-26,179,Forward,France,25770,left,F. Thauvin,4418
Tunisia,76,Wahbi,,Khazri,3782,1991-02-08,182,Midfielder,France,25776,right,W. Khazri,16276
France,89,Yohann,,Pel\u00e9,3771,1982-11-04,196,Goalkeeper,France,25781,right,Y. Pel\u00e9,null
Tunisia,84,Aymen,,Abdennour,3771,1989-08-06,187,Defender,Tunisia,25784,left,A. Abdennour,null
Guadeloupe,80,Daniel,,Congr\u00e9,3787,1985-04-05,185,Defender,France,25786,right,D. Congr\u00e9,null
Senegal,79,Cheikh,,M'Bengue,3782,1988-07-23,182,Defender,France,25789,left,C. M'Bengue,null
Burkina Faso,77,Steeve,,Yago,3780,1992-12-16,180,Defender,France,25791,right,S. Yago,null
Tunisia,68,Wissam,,Ben Yedder,680,1990-08-12,170,Forward,France,25795,right,W. Ben Yedder,null
France,70,\u00c9tienne,,Didot,3785,1983-07-24,176,Midfielder,France,25800,right,\u00c9. Didot,null
France,77,Franck,,Tabanou,3785,1989-01-30,178,Midfielder,France,25805,left,F. Tabanou,null
France,76,Emmanuel,,Rivi\u00e8re,3777,1990-03-03,182,Forward,Martinique,25809,right,E. Rivi\u00e8re,null
France,76,Benjamin,,Andr\u00e9,3774,1990-08-03,180,Midfielder,France,25826,right,B. Andr\u00e9,null
France,77,Paul,,Lasne,3787,1989-01-16,186,Midfielder,France,25829,left,P. Lasne,null
France,65,Fr\u00e9d\u00e9ric,,Sammaritano,3804,1986-03-23,162,Midfielder,France,25835,right,F. Sammaritano,null
France,70,Yoann,,Andreu,3799,1989-05-03,178,Defender,France,25846,right,Y. Andreu,null
Cameroon,73,Kylian,,Mbapp\u00e9 Lottin,3767,1998-12-20,178,Forward,France,353833,right,K. Mbapp\u00e9,4418
Algeria,80,Faouzi,,Ghoulam,3187,1991-02-01,188,Defender,France,25849,left,F. Ghoulam,16009
C\u00f4te d'Ivoire,82,Isma\u00ebl Ti\u00e9moko,,Diomand\u00e9,3783,1992-08-28,183,Midfielder,C\u00f4te d'Ivoire,25859,right,I. Diomand\u00e9,null
France,70,Max-Alain,,Gradel,3780,1987-11-30,177,Forward,C\u00f4te d'Ivoire,25860,right,M. Gradel,null
Guinea,77,Josuha,,Guilavogui,2451,1990-09-19,188,Midfielder,France,25861,right,J. Guilavogui,null
France,80,Lo\u00efc,,Perrin,3782,1985-08-07,181,Defender,France,25864,right,L. Perrin,null
France,74,Yoric,,Ravet,2453,1989-09-12,178,Midfielder,France,25871,right,Y. Ravet,null
France,78,Thomas,,Heurtaux,3194,1988-07-03,183,Defender,France,25878,right,T. Heurtaux,null
Guadeloupe,79,J\u00e9r\u00e9my,,Sorbon,3785,1983-08-05,183,Defender,France,25883,right,J. Sorbon,null
Morocco,72,Fay\u00e7al,,Fajr,3783,1988-08-01,178,Midfielder,France,25888,right,F. Fajr,16216
Algeria,76,Romain,,Hamouma,3782,1987-03-29,178,Forward,France,25889,right,R. Hamouma,null
France,75,Benjamin,,Nivet,3795,1977-01-02,178,Midfielder,France,25891,right,B. Nivet,null
Senegal,75,M'Baye Babacar,,Niang,3185,1994-12-19,184,Forward,France,25898,right,M. Niang,19314
Serbia,80,Denis,,Petri\u0107,3785,1988-05-24,187,Goalkeeper,Slovenia,25904,right,D. Petri\u0107,null
France,64,Julian,,Palmieri,3777,1987-12-17,170,Defender,France,25919,left,J. Palmieri,null
France,77,Nicolas,,de Roussel de Pr\u00e9ville,3772,1991-01-08,182,Forward,France,25923,right,N. de Pr\u00e9ville,null
Mali,85,Mamadou,,Samassa,3795,1990-02-16,198,Goalkeeper,France,25930,right,M. Samassa,null
France,74,Fran\u00e7ois,,Bellugou,3795,1987-04-25,188,Defender,France,25937,right,F. Bellugou,null
France,79,Charly,,Charrier,,1986-05-27,181,Midfielder,France,25938,right,C. Charrier,null
France,78,Moustapha Elhadji,,Diallo,3785,1986-05-14,192,Midfielder,Senegal,25939,right,M. Diallo,null
France,68,Thibault,,Giresse,,1981-05-25,172,Midfielder,France,25941,left,T. Giresse,null
France,84,Gilbert Gianelli,,Imbula Wanga,3780,1992-09-12,186,Midfielder,Belgium,25942,left,G. Imbula,null
France,74,Christophe,,Kerbrat,3785,1986-04-02,185,Defender,France,25943,right,C. Kerbrat,null
Brazil,67,Ewandro Felipe,,de Lima Costa,9623,1996-03-15,176,Forward,Brazil,255322,left,Ewandro,null
Guinea,73,Ba\u00efssama,,Sankoh,3783,1992-03-20,180,Defender,France,25947,right,B. Sankoh,null
Benin,72,Abdul Khaled,,Akiola Ad\u00e9non,3789,1985-07-28,180,Defender,Benin,25957,right,K. Ad\u00e9non,null
Colombia,85,Jhon Andr\u00e9s,,C\u00f3rdoba Copete,2463,1993-05-10,185,Forward,Colombia,91519,right,J. C\u00f3rdoba,null
France,77,Laurent,,Pionnier,,1982-05-24,183,Goalkeeper,France,25986,right,L. Pionnier,null
France,80,Henri,,Bedimo Nsam\u00e8,3771,1984-06-04,180,Defender,Cameroon,25988,left,H. Bedimo,null
France,78,Mathieu,,Deplagne,3795,1991-10-01,183,Defender,France,25990,right,M. Deplagne,null
Brazil,78,Vitorino,,Hilton da Silva,3787,1977-09-13,180,Defender,Brazil,25993,right,Hilton,null
France,82,Benjamin,,Stambouli,2449,1990-08-13,180,Midfielder,France,25995,right,B. Stambouli,null
France,77,Mapou,,Yanga-Mbiwa,3766,1989-05-15,184,Defender,Central African Republic,25996,right,M. Yanga-Mbiwa,null
Morocco,74,Youn\u00e8s,,Belhanda,14503,1990-02-25,175,Midfielder,France,25998,right,Y. Belhanda,16216
France,68,R\u00e9my,,Cabella,3782,1990-03-08,171,Midfielder,France,25999,right,R. Cabella,null
Mali,81,Bryan,,Dabo,3176,1992-02-18,186,Midfielder,France,26000,right,B. Dabo,null
Benin,69,Jonathan,,Tinhan,3795,1989-06-01,178,Forward,France,26006,right,J. Tinhan,null
Senegal,75,Souleymane,,Camara,3787,1982-12-22,174,Forward,Senegal,26008,right,S. Camara,null
France,88,Olivier,,Giroud,1610,1986-09-30,192,Forward,France,26010,left,O. Giroud,4418
Mexico,77,Carlos Joel,,Salcedo Hern\u00e1ndez,2462,1993-09-29,188,Defender,Mexico,255387,right,C. Salcedo,15473
France,78,Benjamin,,Lecomte,3787,1991-04-26,186,Goalkeeper,France,26016,right,B. Lecomte,null
French Guiana,89,Simon,,Falette,2462,1992-02-19,184,Defender,France,26021,left,S. Falette,18799
Senegal,74,Lamine,,Gassama,4522,1989-10-20,181,Defender,France,26022,right,L. Gassama,19314
New Caledonia,87,Wesley,,Lautoa,3804,1987-08-25,182,Defender,France,26024,right,W. Lautoa,null
France,75,Cheick,,Doukour\u00e9,695,1992-09-11,180,Midfielder,C\u00f4te d'Ivoire,26032,right,C. Doukour\u00e9,null
France,74,Yann,,Jouffre,,1984-07-23,176,Midfielder,France,26033,left,Y. Jouffre,null
Costa Rica,72,Joel Nathaniel,,Campbell Samuels,3254,1992-06-26,178,Forward,Costa Rica,26038,left,J. Campbell,16871
Rwanda,81,K\u00e9vin,,Monnet-Paquet,3782,1988-08-19,184,Forward,France,26042,right,K. Monnet-Paquet,null
Togo,83,Gilles,,Sunu,3799,1991-03-30,181,Forward,France,26044,right,G. Sunu,null
France,72,Landry,,Bonnefoi,,1983-09-20,184,Goalkeeper,France,26046,right,L. Bonnefoi,null
France,72,Julien,,Ielsch,3789,1983-03-05,173,Defender,France,26055,left,J. Ielsch,null
France,76,Jonas,,Martin,3779,1990-04-09,184,Midfielder,France,26065,right,J. Martin,null
France,77,Lo\u00efc,,Puyo,3799,1988-12-19,182,Midfielder,France,26068,left,L. Puyo,null
Haiti,78,Herv\u00e9,,Bazile,3783,1990-03-18,181,Forward,France,26069,left,H. Bazile,17881
Martinique,79,Lionel Jules,,Carole,680,1991-04-12,178,Defender,France,26084,left,L. Carole,null
France,93,Florentin,,Pogba,,1990-08-19,189,Defender,Guinea,26085,left,F. Pogba,null
C\u00f4te d'Ivoire,87,Isma\u00ebl,,Traor\u00e9,3799,1986-08-18,184,Defender,France,26086,right,I. Traor\u00e9,null
France,80,Micka\u00ebl,,Le Bihan,3775,1990-05-16,184,Forward,France,26093,right,M. Le Bihan,null
Tunisia,75,Na\u00efm,,Sliti,3804,1992-07-27,173,Midfielder,France,26100,right,N. Sliti,16276
Senegal,85,Salif,,San\u00e9,2449,1990-08-25,196,Defender,France,26115,right,S. San\u00e9,19314
Italy,79,Thomas,,Mangani,3799,1987-04-29,183,Midfielder,France,26120,left,T. Mangani,null
France,75,Benjamin,,Jeannot,3804,1992-01-22,183,Forward,France,26124,right,B. Jeannot,null
France,79,Brice,,Samba,3783,1994-04-25,186,Goalkeeper,Congo,26131,left,B. Samba,null
C\u00f4te d'Ivoire,78,Prince-D\u00e9sir,,Gouano,3789,1993-12-24,186,Defender,France,26134,right,P. Gouano,null
France,77,Maxime,,Le Marchand,3775,1989-10-11,185,Defender,France,26135,left,M. Le Marchand,null
France,80,Lo\u00efc,,Badiashile Mukinayi,19830,1998-02-05,186,Goalkeeper,France,353821,right,L. Badiashile,null
Portugal,68,Bruno Miguel,,Boialvo Gaspar,3176,1993-04-21,176,Defender,Portugal,222766,right,Bruno Gaspar,null
Cape Verde Islands,67,N\u00e9lson,,Cabral Semedo,676,1993-11-16,177,Defender,Portugal,222770,right,N\u00e9lson Semedo,null
Colombia,66,Johan Andr\u00e9s,,Mojica Palacio,756,1992-08-21,179,Defender,Colombia,91702,left,J. Mojica,12430
France,66,Claudio,,Beauvue,712,1988-04-16,174,Forward,Guadeloupe,26167,right,C. Beauvue,null
Germany,83,Robin,,Zentner,2460,1994-10-28,194,Goalkeeper,Germany,222798,right,R. Zentner,null
Senegal,71,Djibril,,Sidib\u00e9,19830,1992-07-29,182,Defender,France,26196,right,D. Sidib\u00e9,4418
Martinique,64,Quentin,,Othon,3779,1988-03-27,162,Midfielder,France,26200,left,Q. Othon,null
France,88,Jessy,,Moulin,3782,1986-01-13,185,Goalkeeper,France,26216,right,J. Moulin,null
Morocco,76,Romain,,Sa\u00efss,1629,1990-03-26,190,Midfielder,France,26226,left,R. Sa\u00efss,16216
France,93,Alexandre,,Letellier,6408,1990-12-11,193,Goalkeeper,France,26245,right,A. Letellier,null
France,70,Vincent,,Manceau,3799,1989-07-10,176,Defender,France,26265,right,V. Manceau,null
Congo,81,F\u00e9r\u00e9bory,,Dor\u00e9,3799,1990-01-21,194,Forward,Congo,26268,right,F. Dor\u00e9,null
Morocco,70,Sabri,,Toufiqui,3774,1997-03-30,173,Midfielder,France,288415,,S. Toufiqui,null
France,89,Nicolas,,Pallois,3770,1987-09-19,189,Defender,France,26276,left,N. Pallois,null
Algeria,77,Zin\u00e9dine,,Machach,3187,1996-01-05,184,Midfielder,France,288423,right,Z. Machach,null
Portugal,79,Anthony,,Gon\u00e7alves,3779,1986-03-06,178,Midfielder,France,26285,right,A. Gon\u00e7alves,null
Italy,73,Cristiano,,Lombardi,3219,1995-08-19,179,Forward,Italy,255670,right,C. Lombardi,null
Algeria,78,A\u00efssa,,Mandi,684,1991-10-22,184,Defender,France,26307,right,A. Mandi,16009
France,72,Romain,,Amalfitano,3804,1989-08-27,175,Midfielder,France,26311,right,R. Amalfitano,null
France,82,Lucas,,Deaux,3785,1988-12-26,188,Midfielder,France,26314,right,L. Deaux,null
Italy,75,Leonardo,,Spinazzola,3172,1993-03-25,186,Midfielder,Italy,190167,right,L. Spinazzola,null
Italy,86,Antonio,,Santurro,3166,1992-02-29,192,Goalkeeper,Italy,190168,right,A. Santurro,null
France,82,Paul,,Baysse,3772,1988-05-18,185,Defender,France,26332,right,P. Baysse,null
Italy,77,Santiago Juan,,Gentiletti Selak,,1985-01-09,182,Defender,Argentina,26336,left,S. Gentiletti,null
Italy,82,Luca,,Rossettini,3193,1985-05-09,187,Defender,Italy,20776,right,L. Rossettini,null
Austria,81,Philipp,,Lienhart,2453,1996-07-11,185,Defender,Austria,255732,right,P. Lienhart,9109
United States,75,Rodney,,Wallace Burns,32556,1988-06-17,182,Midfielder,Costa Rica,59126,left,R. Wallace,16871
France,85,Baptiste,,Reynet,3804,1990-10-28,185,Goalkeeper,France,26365,right,B. Reynet,null
Italy,68,Abdoulaye,,Bamba,3799,1990-04-25,182,Defender,C\u00f4te d'Ivoire,26368,right,A. Bamba,null
France,70,Samuel,,Souprayen,3194,1989-02-02,187,Defender,Reunion,26373,left,S. Souprayen,null
France,76,C\u00e9dric,,Varrault,,1980-01-30,182,Defender,France,26374,right,C. Varrault,null
Mali,77,Sekou,,Baradji,3789,1984-04-24,183,Midfielder,France,26378,left,S. Baradji,null
France,74,Benjamin,,Corgnet,3779,1987-04-06,180,Midfielder,France,26381,right,B. Corgnet,null
Congo DR,64,Ga\u00ebl,,Kakuta,3789,1991-06-21,173,Midfielder,France,26384,left,G. Kakuta,18538
Senegal,80,Younousse,,Sankhar\u00e9,3772,1989-09-10,184,Midfielder,France,26389,left,Y. Sankhar\u00e9,null
Portugal,82,Damien,,Da Silva,3783,1988-05-17,184,Defender,France,26399,right,D. Da Silva,null
Ghana,69,Bernard,,Tekpetey,2449,1997-09-03,172,Forward,Ghana,419629,right,B. Tekpetey,null
Cameroon,75,Guy Adolphe,,N'Gosso Massouma,,1985-01-11,185,Midfielder,Cameroon,26414,right,G. N'Gosso,null
France,67,J\u00e9r\u00e9my,,Cordoval,3795,1990-01-12,167,Defender,France,26433,right,J. Cordoval,null
Albania,72,Taulant Ragip,,Xhaka,6407,1991-03-28,172,Midfielder,Switzerland,49981,right,T. Xhaka,8731
Spain,75,Pol Mikel,,Lirola Kosok,3315,1997-08-13,183,Defender,Spain,354123,right,Pol Lirola,1604
Turkey,70,Ozan,,Tufan,4487,1995-03-23,179,Midfielder,Turkey,223071,right,O. Tufan,4687
Martinique,78,Kenny,,Lala,3779,1991-10-03,178,Defender,France,26498,right,K. Lala,null
France,74,Renaud,,Cohade,3777,1984-09-29,180,Midfielder,France,26508,right,R. Cohade,null
Togo,65,Mathieu,,Dossevi,3777,1988-02-12,172,Midfielder,France,26512,right,M. Dossevi,18374
Colombia,80,Carlos Alberto,,S\u00e1nchez Moreno,1633,1986-02-06,182,Midfielder,Colombia,26518,right,C. S\u00e1nchez,12430
France,79,Romain,,Genevois,3783,1987-10-28,182,Defender,Haiti,26528,right,R. Genevois,null
Congo,78,Prince,,Oniangu\u00e9,3799,1988-11-04,190,Midfielder,France,26539,right,P. Oniangu\u00e9,null
France,80,Jeremy,,Blayac,3779,1983-06-13,187,Forward,France,26543,right,J. Blayac,null
Laos,71,Billy,,Ketkeophomphone,3799,1990-03-24,180,Forward,France,26547,right,B. Ketkeophomphone,null
Russia,72,Anton,,Miranchuk,13887,1995-10-17,183,Midfielder,Russia,288708,right,An. Miranchuk,14358
France,80,R\u00e9gis,,Gurtner,3789,1986-12-08,183,Goalkeeper,France,26583,right,R. Gurtner,null
Croatia,68,Marcelo,,Brozovi\u0107,3161,1992-11-16,181,Midfielder,Croatia,69968,right,M. Brozovi\u0107,9598
Congo DR,76,Yannis,,Salibur,3785,1991-01-21,177,Midfielder,France,26604,left,Y. Salibur,null
France,79,Diafra,,Sakho,3774,1989-12-24,184,Forward,Senegal,26610,right,D. Sakho,19314
France,73,Arnaud,,Souquet,3775,1992-02-12,179,Defender,France,26633,right,A. Souquet,null
Cameroon,70,Karl,,Toko Ekambi,3799,1992-09-14,183,Forward,France,26638,right,K. Toko Ekambi,null
Denmark,74,Daniel,,Wass,692,1989-05-31,181,Midfielder,Denmark,26652,right,D. Wass,null
Algeria,78,Alexandre,,Oukidja,3779,1988-07-19,185,Goalkeeper,France,26676,right,A. Oukidja,null
Korea Republic,69,Chang-Hoon,,Kwon,3804,1994-06-30,174,Midfielder,Korea Republic,256084,left,Kwon Chang-Hoon,null
Italy,82,Federico,,Peluso,3315,1984-01-20,188,Defender,Italy,20842,left,F. Peluso,null
Cameroon,68,Ambroise,,Oyongo Bitolo,3787,1991-06-22,175,Defender,Cameroon,125076,left,A. Oyongo,null
Italy,72,Luca,,Cigarini,3173,1986-06-20,175,Midfielder,Italy,20850,right,L. Cigarini,null
Czech Republic,73,Jakub,,Jankto,3163,1996-01-19,184,Midfielder,Czech Republic,354547,left,J. Jankto,11555
France,84,Ludovic,,Butelle,3799,1983-04-03,188,Goalkeeper,France,26869,right,L. Butelle,null
Italy,65,Simone,,Edera,3185,1997-01-09,174,Forward,Italy,354552,left,S. Edera,3764
Algeria,75,Idriss,,Saadi,3779,1992-02-08,179,Forward,France,26327,right,I. Saadi,16009
Kazakhstan,76,Robert,,Bauer,2443,1995-04-09,183,Defender,Germany,223516,right,R. Bauer,null
Austria,77,Florian,,Grillitsch,2482,1995-08-07,187,Midfielder,Austria,135561,right,F. Grillitsch,9109
France,82,Mathieu,,Michel,3799,1991-09-04,188,Goalkeeper,France,26938,right,M. Michel,null
Cameroon,74,Maxime,,Poundj\u00e9,3772,1992-08-16,180,Defender,France,26945,left,M. Poundj\u00e9,null
Costa Rica,81,\u00d3scar Esau,,Duarte Gait\u00e1n,691,1989-06-03,186,Defender,Nicaragua,125250,right,\u00d3. Duarte,16871
Turkey,80,Levin Mete,,\u00d6ztunali,2460,1996-03-15,184,Midfielder,Germany,223560,right,L. \u00d6ztunali,3155
France,65,Nicolas,,Benezet,3785,1991-02-24,170,Midfielder,France,26956,right,N. Benezet,null
Costa Rica,66,Yeltsin Ignacio,,Tejeda Valverde,6434,1992-03-17,177,Midfielder,Costa Rica,125268,right,Y. Tejeda,16871
France,75,Bobby,,Allain,3804,1991-11-28,185,Goalkeeper,France,26969,,B. Allain,null
France,82,Jean-Christophe,,Bouet,3789,1983-07-21,184,Goalkeeper,France,26970,right,J. Bouet,null
France,83,Mathieu,,Gorgelin,3766,1990-08-05,187,Goalkeeper,France,26971,left,M. Gorgelin,null
Netherlands,80,Rick,,Karsdorp,3158,1995-02-11,182,Defender,Netherlands,289122,right,R. Karsdorp,null
Costa Rica,77,Giancarlo,,Gonz\u00e1lez Castro,3166,1988-02-08,186,Defender,Costa Rica,125286,right,G. Gonz\u00e1lez,16871
France,81,Matthieu,,Dreyer,3783,1989-03-20,188,Goalkeeper,France,27004,right,M. Dreyer,null
Spain,0,Sergio,,Arribas Bl\u00e1zquez,712,1995-07-07,0,Midfielder,Spain,485794,,Sergio Arribas,null
Colombia,70,Jefferson Andr\u00e9s,,Lerma Sol\u00eds,1659,1994-10-25,179,Midfielder,Colombia,255738,right,J. Lerma,12430
Italy,70,Danilo,,Cataldi,3219,1994-08-06,180,Midfielder,Italy,256478,right,D. Cataldi,null
Italy,80,Luca,,Crecco,3162,1995-09-06,183,Midfielder,Italy,256479,left,L. Crecco,null
Senegal,80,Keita,,Bald\u00e9 Diao,3161,1995-03-08,181,Forward,Spain,256480,right,B. Keita,19314
Spain,0,David,,Alba Fern\u00e1ndez,698,1999-05-05,0,Defender,Spain,551398,,David Alba,null
Morocco,74,Youssef,,A\u00eft Bennasser,19830,1996-07-07,184,Midfielder,France,289359,right,Y. A\u00eft Bennasser,16216
Colombia,75,Yerry Fernando,,Mina Gonz\u00e1lez,1623,1994-09-23,195,Defender,Colombia,256634,right,Y. Mina,12430
Venezuela,87,Sergio Duvan,,C\u00f3rdova Lezama,2481,1997-01-10,188,Forward,Venezuela,354997,right,S. C\u00f3rdova,15757
South Africa,63,Lebogang,,Phiri,3785,1994-11-09,173,Midfielder,South Africa,256706,right,L. Phiri,null
France,84,J\u00falio,,Tavares,3804,1988-11-19,187,Forward,Cape Verde Islands,27354,right,J\u00falio Tavares,null
Greece,78,Charalampos,,Lykogiannis,3173,1993-10-22,186,Defender,Greece,92900,left,C. Lykogiannis,null
Greece,82,Vassilis,,Torosidis,3166,1985-06-10,186,Defender,Greece,92908,right,V. Torosidis,12678
Iran,86,Amir,,Abedzadeh,9612,1993-04-26,186,Goalkeeper,Iran,60144,right,A. Abedzadeh,10840
Spain,70,Kevin,,Mirallas,12509,1987-10-05,182,Midfielder,Belgium,92922,right,K. Mirallas,null
France,76,Ga\u00ebtan,,Bussmann,2453,1991-02-02,184,Defender,France,27393,left,G. Bussmann,null
Croatia,84,Anto,,Grgic,6421,1996-11-28,188,Midfielder,Switzerland,256776,right,A. Grgic,6704
Greece,83,Konstantinos,,Manolas,3158,1991-06-14,189,Defender,Greece,92966,right,K. Manolas,12678
Portugal,70,Vitorino Gabriel ,,Pacheco Antunes,698,1987-04-01,176,Defender,Portugal,93000,left,Antunes,null
Greece,83,Dimitrios,,Siovas,712,1988-09-16,192,Defender,Greece,93003,left,D. Siovas,null
Chile,83,Guillermo Alfonso,,Marip\u00e1n Loaysa,696,1994-05-06,193,Defender,Chile,224080,right,G. Marip\u00e1n,null
Uruguay,73,Victorio Maximiliano,,Pereira P\u00e1ez,9606,1984-06-08,173,Defender,Uruguay,70116,right,Maxi Pereira,15670
Greece,82,Yuri,,Lodygin,13885,1990-05-26,187,Goalkeeper,Russia,93028,right,Y. Lodygin,null
France,77,St\u00e9phane,,Darbion,3795,1984-03-22,183,Midfielder,France,93044,left,S. Darbion,null
Spain,77,Rodrigo,,Moreno Machado,674,1991-03-06,182,Forward,Brazil,70129,left,Rodrigo,1598
Guinea,64,Naby Deco,,Ke\u00efta,2975,1995-02-10,172,Midfielder,Guinea,289711,right,N. Ke\u00efta,null
Argentina,60,Pablo Ezequiel,,De Blasis,2460,1988-02-04,165,Forward,Argentina,86517,right,P. De Blasis,null
France,71,Angelo,,Fulgini,3799,1996-08-20,183,Midfielder,C\u00f4te d'Ivoire,256992,right,A. Fulgini,4425
Italy,70,Davide,,Calabria,3157,1996-12-06,176,Defender,Italy,257028,right,D. Calabria,3763
Italy,85,Kevin,,Bonifazi,3185,1996-05-19,187,Defender,Italy,289827,right,K. Bonifazi,null
Albania,79,Andi,,Lila,12537,1986-02-12,186,Midfielder,Albania,93339,right,A. Lila,8731
Jamaica,75,Leon,,Bailey Butler,2446,1997-08-09,180,Forward,Jamaica,388267,left,L. Bailey,null
Spain,78,Mikel,,Oyarzabal Ugarte,687,1997-04-21,181,Midfielder,Spain,355599,left,Mikel Oyarzabal,1604
Italy,81,Giuseppe,,Pezzella,3163,1997-11-29,185,Defender,Italy,388398,left,G. Pezzella,3763
Germany,78,Marlon,,Frey,,1996-03-24,180,Midfielder,Germany,257337,right,M. Frey,null
Germany,70,Joshua,,Kimmich,2444,1995-02-08,176,Defender,Germany,224593,right,J. Kimmich,3148
Germany,80,Jannik,,Huth,29,1994-04-15,184,Goalkeeper,Germany,224622,right,J. Huth,null
Italy,80,Mattia,,Caldara,3172,1994-05-05,187,Defender,Italy,288663,right,M. Caldara,3757
Germany,72,Julian,,Weigl,2447,1995-09-08,186,Midfielder,Germany,224677,right,J. Weigl,null
Germany,73,Marius,,Wolf,2462,1995-05-27,187,Midfielder,Germany,224680,right,M. Wolf,null
Germany,79,Michael,,Zetterer,2443,1995-07-12,187,Goalkeeper,Germany,224709,right,M. Zetterer,null
Germany,77,Gerrit,,Holtmann,2460,1995-03-25,183,Midfielder,Germany,224896,left,G. Holtmann,null
Germany,73,Raphael,,Framberger,2481,1995-09-06,179,Defender,Germany,224965,right,R. Framberger,null
Germany,68,Erik,,Thommy,2445,1994-08-20,174,Midfielder,Germany,224971,right,E. Thommy,null
Colombia,67,Marlos,,Moreno Dur\u00e1n,5654,1996-09-20,173,Forward,Colombia,257752,right,M. Moreno,null
Spain,66,Julio,,Gracia Gallardo,684,1998-02-10,170,Midfielder,Spain,388832,right,Julio Gracia,null
Spain,75,Rub\u00e9n,,Duarte S\u00e1nchez,696,1995-10-18,180,Defender,Spain,225022,left,Rub\u00e9n Duarte,null
Russia,69,Aleksandr,,Golovin,19830,1996-05-30,180,Midfielder,Russia,257800,right,A. Golovin,14358
Italy,72,Enrico,,Brignola,3219,1999-07-08,180,Forward,Italy,454457,left,E. Brignola,3761
Spain,70,Jos\u00e9 Luis,,Morales Nogales,695,1987-07-23,180,Midfielder,Spain,225089,right,Jos\u00e9 Luis Morales,null
Italy,69,Giovani,,Lo Celso,3767,1996-04-09,177,Midfielder,Argentina,356237,left,G. Lo Celso,12274
Serbia,82,Nikola,,Maksimovi\u0107,13888,1991-11-25,193,Defender,Serbia,127524,right,N. Maksimovi\u0107,null
England,76,Trent,,Sainsbury,11,1992-01-05,183,Defender,Australia,61395,right,T. Sainsbury,8493
